Name,Link,Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Keurmerken,Toegankelijkheid,Soort garage,Postal Code Generic,PostalCode,Latitude,Longitude,Price,Sale type,Price per m2,Surface
Alblasstraat 60 h,https://www.funda.nl/koop/amsterdam/appartement-40136894-alblasstraat-60-h/?navigateSource=resultlist,€ 375.000 k.k.,€ 6.944,5 maanden,Verkocht onder voorbehoud,In overleg,€ 84 per maand,Benedenwoning,Bestaande bouw,-,Plat dak,54 m²,54 m²,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,Begane grond,TV kabel,-,Dubbel glas,Cv-ketel,1079ZP,-,-,-,1079,1079ZP,52.34179,4.89931,375000,K.K.,6944,54
Burgemeester Cramergracht 111,https://www.funda.nl/koop/amsterdam/appartement-40199023-burgemeester-cramergracht-111/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.667,6+ maanden,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1958,Plat dak,75 m²,8 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,Lift,-,Dubbel glas,Blokverwarming,1064AJ,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-,1064,1064AJ,52.373329999999996,4.83277,275000,K.K.,3667,75
Jacob van Lennepkade 352 I,https://www.funda.nl/koop/amsterdam/appartement-41499098-jacob-van-lennepkade-352-i/?navigateSource=resultlist,€ 399.000 k.k.,€ 7.389,2 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1903,-,54 m²,11 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,D Wat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,1053NK,-,-,-,1053,1053NK,52.36418,4.86758,399000,K.K.,7389,54
Nageljongenstraat 115,https://www.funda.nl/koop/amsterdam/appartement-41475803-nageljongenstraat-115/?navigateSource=resultlist,€ 250.000 k.k.,€ 4.310,3 weken,Verkocht onder voorbehoud,In overleg,€ 103 per maand,Bovenwoning (appartement),Bestaande bouw,1984,Plat dak bedekt met bitumineuze dakbedekking,58 m²,6 m²,3 kamers (2 slaapkamers),-,-,4 woonlagen,2e woonlaag,Mechanische ventilatie en TV kabel,"C 1,53 Wat betekent dit?",Dubbel glas,Cv-ketel,1033PC,-,-,-,1033,1033PC,52.40696,4.8987099999999995,250000,K.K.,4310,58
Scherpenzeelstraat 177,https://www.funda.nl/koop/amsterdam/appartement-87823078-scherpenzeelstraat-177/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.165,4 weken,Onder bod,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1986,Plat dak,79 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,Elektra,-,Dubbel glas,Cv-ketel,1107HV,-,-,-,1107,1107HV,52.29382,4.9786800000000015,250000,K.K.,3165,79
Leerdamhof 355,https://www.funda.nl/koop/amsterdam/appartement-87812811-leerdamhof-355/?navigateSource=resultlist,€ 275.000 k.k.,€ 2.778,5 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1980,Plat dak,99 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Elektra,-,Gedeeltelijk dubbel glas,Cv-ketel,1108CE,-,-,-,1108,1108CE,52.30742,4.97665,275000,K.K.,2778,99
Bankastraat 50 3,https://www.funda.nl/koop/amsterdam/appartement-40347830-bankastraat-50-3/?navigateSource=resultlist,€ 385.000 k.k.,€ 5.347,6 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1911,-,72 m²,5 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,4e woonlaag,-,-,Dubbel glas,Cv-ketel,1094EG,-,-,-,1094,1094EG,52.36482,4.93396,385000,K.K.,5347,72
Akersingel 35,https://www.funda.nl/koop/amsterdam/appartement-40345593-akersingel-35/?navigateSource=resultlist,€ 300.000 k.k.,€ 3.297,6 weken,Verkocht onder voorbehoud,In overleg,€ 188 per maand,Galerijflat (appartement),Bestaande bouw,1997,Plat dak bedekt met bitumineuze dakbedekking,91 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,2e woonlaag,Elektra,B Wat betekent dit?,-,Stadsverwarming,1060NJ,-,-,-,1060,1060NJ,52.35281,4.7767300000000015,300000,K.K.,3297,91
Bramzeilhof 114,https://www.funda.nl/koop/amsterdam/appartement-40333024-bramzeilhof-114/?navigateSource=resultlist,€ 225.000 k.k.,€ 3.000,7 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1977,Plat dak bedekt met bitumineuze dakbedekking,75 m²,3 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,2e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1034LK,-,-,-,1034,1034LK,52.40843,4.92161,225000,K.K.,3000,75
Domela Nieuwenhuisstraat 98,https://www.funda.nl/koop/amsterdam/appartement-86796153-domela-nieuwenhuisstraat-98/?navigateSource=resultlist,€ 350.000 k.k.,€ 3.500,7 weken,Verkocht onder voorbehoud,In overleg,€ 128 per maand,Portiekflat (appartement),Bestaande bouw,2010,Plat dak bedekt met bitumineuze dakbedekking,100 m²,6 m²,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 douches,2 woonlagen,2e woonlaag,Elektra,A Wat betekent dit?,-,Cv-ketel,1069SR,-,-,Parkeerkelder,1069,1069SR,52.351279999999996,4.79902,350000,K.K.,3500,100
Groetstraat 127,https://www.funda.nl/koop/amsterdam/appartement-40331977-groetstraat-127/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.788,7 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1966,Zadeldak bedekt met pannen,66 m²,13 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel,"D 1,80 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1024VB,Energie Prestatie Advies,Toegankelijk voor ouderen,-,1024,1024VB,52.39309,4.9513300000000005,250000,K.K.,3788,66
Het Laagt 272,https://www.funda.nl/koop/amsterdam/appartement-40338986-het-laagt-272/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.929,7 weken,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1969,-,70 m²,3 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,Begane grond,TV kabel,"C 1,42 Wat betekent dit?",Dubbel glas,Blokverwarming,1025GP,-,-,-,1025,1025GP,52.39639,4.93801,275000,K.K.,3929,70
Geuzenstraat 38 3,https://www.funda.nl/koop/amsterdam/appartement-40335077-geuzenstraat-38-3/?navigateSource=resultlist,€ 335.000 k.k.,€ 6.321,8 weken,Verkocht onder voorbehoud,In overleg,€ 105 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak,53 m²,10 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,3e woonlaag,-,-,-,Cv-ketel,1056KE,-,-,-,1056,1056KE,52.37216,4.86525,335000,K.K.,6321,53
Van Mourik Broekmanstraat 3 hs,https://www.funda.nl/koop/amsterdam/appartement-40324772-van-mourik-broekmanstraat-3-hs/?navigateSource=resultlist,€ 274.000 k.k.,€ 5.170,8 weken,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1965,Zadeldak bedekt met pannen,53 m²,6 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,Begane grond,Elektra,D Wat betekent dit?,Dubbel glas en volledig geïsoleerd,Cv-ketel,1065EP,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-,1065,1065EP,52.35739,4.82315,274000,K.K.,5170,53
Jan Mankesstraat 62 1,https://www.funda.nl/koop/amsterdam/appartement-40322147-jan-mankesstraat-62-1/?navigateSource=resultlist,€ 275.000 k.k.,€ 4.104,2 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,-,Portiekflat (service flat),Bestaande bouw,1959,Zadeldak bedekt met pannen,67 m²,10 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,Elektra,B Wat betekent dit?,Dubbel glas,Cv-ketel,1061SX,-,-,-,1061,1061SX,52.36499,4.83782,275000,K.K.,4104,67
Azaleastraat 42,https://www.funda.nl/koop/amsterdam/appartement-40390968-azaleastraat-42/?navigateSource=resultlist,€ 298.000 k.k.,€ 4.139,2 maanden,Verkocht onder voorbehoud,In overleg,€ 91 per maand,Bovenwoning (appartement),Bestaande bouw,1925,Zadeldak,72 m²,3 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,2e woonlaag,TV kabel,-,-,Cv-ketel,1032BX,-,-,-,1032,1032BX,52.3958,4.91547,298000,K.K.,4139,72
Spinaker 21,https://www.funda.nl/koop/amsterdam/appartement-40227100-spinaker-21/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.425,3 maanden,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1976,Plat dak bedekt met bitumineuze dakbedekking,73 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,4 woonlagen,4e woonlaag,Elektra,"D 1,73 Wat betekent dit?",Muurisolatie en dubbel glas,Cv-ketel,1034MD,-,-,-,1034,1034MD,52.4099,4.9233199999999995,250000,K.K.,3425,73
Wisseloord 25 .,https://www.funda.nl/koop/amsterdam/appartement-40143947-wisseloord-25/?navigateSource=resultlist,€ 250.000 k.k.,€ 2.632,5 maanden,Verkocht onder voorbehoud,In overleg,€ 112 per maand,Portiekflat,Bestaande bouw,1987,Plat dak,95 m²,6 m²,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,TV kabel,"C 1,51 Wat betekent dit?",Dubbel glas,Cv-ketel,1107NA,-,-,-,1107,1107NA,52.29662,4.9867,250000,K.K.,2632,95
Burgemeester Röellstraat 22 4,https://www.funda.nl/koop/amsterdam/appartement-40178015-burgemeester-roellstraat-22-4/?navigateSource=resultlist,€ 225.000 k.k.,€ 3.629,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 238 per maand,Galerijflat,Bestaande bouw,1962,-,62 m²,6 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,5e woonlaag,-,-,Dubbel glas,Blokverwarming,1064BN,-,-,-,1064,1064BN,52.37549,4.81954,225000,K.K.,3629,62
Aaf Bouberstraat 116,https://www.funda.nl/koop/amsterdam/appartement-40161690-aaf-bouberstraat-116/?navigateSource=resultlist,€ 340.000 k.k.,€ 3.036,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 149 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,112 m²,4 m²,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,Douche,2 woonlagen,3e woonlaag,Elektra,"C 1,48 Wat betekent dit?",-,Cv-ketel,1065LV,-,-,-,1065,1065LV,52.35671,4.82015,340000,K.K.,3036,112
Nicolaas Anslijnstraat 152,https://www.funda.nl/koop/amsterdam/appartement-49106073-nicolaas-anslijnstraat-152/?navigateSource=resultlist,€ 245.000 k.k.,€ 2.988,6+ maanden,Verkocht onder voorbehoud,In overleg,-,Maisonnette,Bestaande bouw,1963,Plat dak,82 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,4e woonlaag,Schuifpui,-,Dubbel glas,Blokverwarming,1068WX,-,-,-,1068,1068WX,52.35751,4.80791,245000,K.K.,2988,82
Aakstraat 211,https://www.funda.nl/koop/amsterdam/appartement-41498016-aakstraat-211/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.425,3 weken,Onder bod,In overleg,€ 68 per maand,Portiekflat (appartement),Bestaande bouw,1967,Plat dak,73 m²,10 m²,4 kamers (3 slaapkamers),1 apart toilet,-,1 woonlaag,4e woonlaag,Elektra,"C 1,42 Wat betekent dit?","Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1034BN,-,-,-,1034,1034BN,52.40746,4.91252,250000,K.K.,3425,73
Hogevecht 87,https://www.funda.nl/koop/amsterdam/appartement-87821534-hogevecht-87/?navigateSource=resultlist,€ 250.000 k.k.,€ 2.660,4 weken,Verkocht onder voorbehoud,Per direct beschikbaar,-,Galerijflat (appartement),Bestaande bouw,1970,Plat dak,94 m²,3 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,10e woonlaag,Elektra,-,-,Blokverwarming,1102HD,-,-,-,1102,1102HD,52.30981,4.95795,250000,K.K.,2660,94
Alfred Döblinstraat 145,https://www.funda.nl/koop/amsterdam/appartement-41450916-alfred-doblinstraat-145/?navigateSource=resultlist,€ 225.000 k.k.,€ 4.018,5 weken,Verkocht onder voorbehoud,In overleg,€ 72 per maand,Benedenwoning (appartement),Bestaande bouw,1984,-,56 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,Elektra,-,-,Cv-ketel,1102VK,-,-,-,1102,1102VK,52.31958,4.94351,225000,K.K.,4018,56
Leusdenhof 180,https://www.funda.nl/koop/amsterdam/appartement-87813429-leusdenhof-180/?navigateSource=resultlist,€ 285.000 k.k.,€ 2.794,5 weken,Verkocht onder voorbehoud,In overleg,€ 261 per maand,Bovenwoning (appartement),Bestaande bouw,1978,Plat dak,102 m²,4 m²,5 kamers (3 slaapkamers),1 apart toilet,-,5 woonlagen,3e woonlaag,Elektra,-,-,Cv-ketel,1108DE,-,-,Parkeerplaats,1108,1108DE,52.30792,4.97883,285000,K.K.,2794,102
Ben van Meerendonkstraat 291,https://www.funda.nl/koop/amsterdam/appartement-86707188-ben-van-meerendonkstraat-291/?navigateSource=resultlist,€ 360.000 k.k.,€ 4.000,6 weken,Onder bod,Per direct beschikbaar,€ 174 per maand,Tussenverdieping (appartement),Bestaande bouw,2010,-,90 m²,6 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,"Mechanische ventilatie, lift en glasvezelkabel",A Wat betekent dit?,-,Stadsverwarming,1087LN,-,-,"Niet aanwezig, wel mogelijk",1087,1087LN,52.35024,5.00973,360000,K.K.,4000,90
Wamelstraat 15,https://www.funda.nl/koop/amsterdam/appartement-86707160-wamelstraat-15/?navigateSource=resultlist,€ 247.500 k.k.,€ 2.750,6 weken,Onder bod,In overleg,€ 119 per maand,Bovenwoning (appartement),Bestaande bouw,1985,Plat dak bedekt met bitumineuze dakbedekking,90 m²,6 m²,4 kamers (3 slaapkamers),1 apart toilet,-,4 woonlagen,2e woonlaag,Elektra,-,-,Cv-ketel,1106DL,-,-,-,1106,1106DL,52.30051,4.98715,247500,K.K.,2750,90
Cornelis Trooststraat 83 II,https://www.funda.nl/koop/amsterdam/appartement-40348619-cornelis-trooststraat-83-ii/?navigateSource=resultlist,€ 369.000 k.k.,€ 6.474,6 weken,Verkocht onder voorbehoud,In overleg,€ 80 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak,57 m²,4 m²,3 kamers (2 slaapkamers),-,-,5 woonlagen,3e woonlaag,TV kabel,G Wat betekent dit?,-,-,1072JD,-,-,-,1072,1072JD,52.35055,4.88866,369000,K.K.,6474,57
Esplanade de Meer 175,https://www.funda.nl/koop/amsterdam/appartement-40346120-esplanade-de-meer-175/?navigateSource=resultlist,€ 395.000 k.k.,€ 4.759,6 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,2002,Plat dak bedekt met bitumineuze dakbedekking,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,8e woonlaag,Lift,-,-,Stadsverwarming,1098WJ,-,-,-,1098,1098WJ,52.344479,4.949763,395000,K.K.,4759,83
Polanenstraat 250,https://www.funda.nl/koop/amsterdam/appartement-86709964-polanenstraat-250/?navigateSource=resultlist,€ 250.000 k.k.,€ 4.630,6 weken,Verkocht onder voorbehoud,In overleg,€ 99 per maand,Portiekflat (appartement),Bestaande bouw,1933,-,54 m²,54 m²,3 kamers (2 slaapkamers),1 badkamer,-,1 woonlaag,4e woonlaag,-,G Wat betekent dit?,-,-,1013WD,-,-,-,1013,1013WD,52.39014,4.87697,250000,K.K.,4630,54
Leeuwendalersweg 105,https://www.funda.nl/koop/amsterdam/appartement-40316522-leeuwendalersweg-105/?navigateSource=resultlist,€ 397.000 v.o.n.,€ 5.090,2 maanden,Onder optie,In overleg,-,Bovenwoning,Nieuwbouw,2019,Plat dak,78 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,5e woonlaag,-,A Wat betekent dit?,Volledig geïsoleerd,Gehele vloerverwarming,1061BD,-,-,-,1061,1061BD,52.38078,4.839519999999999,397000,V.O.N.,5090,78
Kijkduinstraat 43 II,https://www.funda.nl/koop/amsterdam/appartement-40220557-kijkduinstraat-43-ii/?navigateSource=resultlist,€ 299.000 k.k.,€ 5.642,3 maanden,Onder bod,In overleg,€ 86 per maand,Tussenverdieping (appartement met open portiek),Bestaande bouw,-,-,53 m²,8 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,-,B Wat betekent dit?,-,Cv-ketel,1055XR,-,-,-,1055,1055XR,52.38285,4.85334,299000,K.K.,5642,53
Kijkduinstraat 43 1,https://www.funda.nl/koop/amsterdam/appartement-40202506-kijkduinstraat-43-1/?navigateSource=resultlist,€ 310.000 k.k.,€ 5.849,3 maanden,Verkocht onder voorbehoud,In overleg,€ 86 per maand,Bovenwoning,Bestaande bouw,1934,-,53 m²,7 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,Niet beschikbaar,-,Cv-ketel,1055XR,-,-,-,1055,1055XR,52.38285,4.85334,310000,K.K.,5849,53
Van Hanxleden Houwertstraat 69 I,https://www.funda.nl/koop/amsterdam/appartement-40217081-van-hanxleden-houwertstraat-69-i/?navigateSource=resultlist,€ 237.500 k.k.,€ 4.095,3 maanden,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1954,-,58 m²,10 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,-,TV kabel,Niet beschikbaar,-,Cv-ketel,1063HS,-,-,-,1063,1063HS,52.38202,4.82345,237500,K.K.,4095,58
Westlandgracht 217 II,https://www.funda.nl/koop/amsterdam/appartement-40205360-westlandgracht-217-ii/?navigateSource=resultlist,€ 375.000 k.k.,€ 6.148,3 maanden,Onder bod,In overleg,€ 134 per maand,Bovenwoning (appartement),Bestaande bouw,-,-,61 m²,12 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,C Wat betekent dit?,-,Cv-ketel,1059TN,-,-,-,1059,1059TN,52.35099,4.84605,375000,K.K.,6148,61
Petrus Blokhof 9 III,https://www.funda.nl/koop/amsterdam/appartement-40136343-petrus-blokhof-9-iii/?navigateSource=resultlist,€ 235.000 k.k.,€ 4.123,5 maanden,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1957,Plat dak bedekt met bitumineuze dakbedekking,57 m²,11 m²,3 kamers (2 slaapkamers),1 apart toilet,-,3 woonlagen,3e woonlaag,Elektra,Niet beschikbaar,Dubbel glas,Cv-ketel,1065XJ,-,-,-,1065,1065XJ,52.36298,4.82982,235000,K.K.,4123,57
Bijlmerdreef 1271,https://www.funda.nl/koop/amsterdam/appartement-87823153-bijlmerdreef-1271/?navigateSource=resultlist,€ 300.000 k.k.,€ 3.061,4 weken,Verkocht onder voorbehoud,In overleg,€ 163 per maand,Bovenwoning (appartement),Bestaande bouw,2003,Plat dak bedekt met bitumineuze dakbedekking,98 m²,6 m²,4 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,3e woonlaag,Elektra,-,-,Stadsverwarming,1103TV,-,-,-,1103,1103TV,52.322841,4.975622,300000,K.K.,3061,98
Willy La Croixstraat 57,https://www.funda.nl/koop/amsterdam/appartement-41411029-willy-la-croixstraat-57/?navigateSource=resultlist,€ 240.000 k.k.,€ 2.857,5 oktober 2019,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1989,-,84 m²,84 m²,3 kamers (2 slaapkamers),-,-,2 woonlagen,-,-,"C 1,39 Wat betekent dit?",-,-,1069PB,-,-,-,1069,1069PB,52.35277,4.78231,240000,K.K.,2857,84
Matrozenhof 18,https://www.funda.nl/koop/amsterdam/appartement-41401990-matrozenhof-18/?navigateSource=resultlist,€ 390.000 k.k.,€ 5.493,2 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1988,-,71 m²,71 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1018ZR,-,-,-,1018,1018ZR,52.36932,4.91541,390000,K.K.,5493,71
Mesdagstraat 48 -H,https://www.funda.nl/koop/amsterdam/appartement-41406220-mesdagstraat-48-h/?navigateSource=resultlist,€ 325.000 k.k.,€ 6.250,2 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1922,-,52 m²,52 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1073HP,-,-,-,1073,1073HP,52.34943,4.89585,325000,K.K.,6250,52
Dostojevskisingel 229,https://www.funda.nl/koop/amsterdam/appartement-41460014-dostojevskisingel-229/?navigateSource=resultlist,€ 240.000 k.k.,€ 2.927,4 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning,Bestaande bouw,1983,-,82 m²,82 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,-,-,"B 1,27 Wat betekent dit?",-,-,1102XM,-,-,-,1102,1102XM,52.32382,4.94767,240000,K.K.,2927,82
Celebesstraat 62 -C,https://www.funda.nl/koop/amsterdam/appartement-41468083-celebesstraat-62-c/?navigateSource=resultlist,€ 350.000 k.k.,€ 4.605,4 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1985,-,76 m²,76 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1094ER,-,-,-,1094,1094ER,52.36111,4.9326099999999995,350000,K.K.,4605,76
Sara Burgerhartstraat 48 -3,https://www.funda.nl/koop/amsterdam/appartement-41459014-sara-burgerhartstraat-48-3/?navigateSource=resultlist,€ 325.000 k.k.,€ 4.577,5 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1950,-,71 m²,71 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1055LB,-,-,-,1055,1055LB,52.38316,4.84771,325000,K.K.,4577,71
Insulindeweg 49 -C,https://www.funda.nl/koop/amsterdam/appartement-41459001-insulindeweg-49-c/?navigateSource=resultlist,€ 400.000 k.k.,€ 4.301,5 weken,Verkocht onder voorbehoud,In overleg,-,Maisonnette,Bestaande bouw,1979,-,93 m²,93 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,-,-,Niet beschikbaar,-,-,1094PA,-,-,-,1094,1094PA,52.36162,4.93837,400000,K.K.,4301,93
Peursumstraat 96,https://www.funda.nl/koop/amsterdam/appartement-41456208-peursumstraat-96/?navigateSource=resultlist,€ 198.000 k.k.,€ 3.474,5 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning,Bestaande bouw,1982,-,57 m²,57 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1106BW,-,-,-,1106,1106BW,52.29871,4.977519999999998,198000,K.K.,3474,57
Werkendamstraat 8,https://www.funda.nl/koop/amsterdam/appartement-85517200-werkendamstraat-8/?navigateSource=resultlist,€ 295.000 k.k.,€ 4.338,6+ maanden,-,-,-,Portiekflat (appartement),Bestaande bouw,1982,-,-,210 m³,3 kamers (2 slaapkamers),-,-,-,-,-,-,-,-,1107KJ,-,-,-,1107,1107KJ,52.29549,4.9848099999999995,295000,K.K.,4338,0
Sassenheimstraat 26 -3,https://www.funda.nl/koop/amsterdam/appartement-86757380-sassenheimstraat-26-3/?navigateSource=resultlist,€ 325.000 k.k.,€ 6.250,2 maanden,-,-,-,Bovenwoning (appartement),Bestaande bouw,-,-,-,173 m³,3 kamers (2 slaapkamers),-,-,-,-,-,D Wat betekent dit?,-,-,1059BH,-,-,-,1059,1059BH,52.34871,4.8476300000000005,325000,K.K.,6250,0
Bijlmerdreef 1213,https://www.funda.nl/koop/amsterdam/appartement-86670942-bijlmerdreef-1213/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.333,3 maanden,-,-,-,Portiekflat (appartement),Bestaande bouw,2007,-,-,239 m³,3 kamers (2 slaapkamers),-,-,-,-,-,Niet beschikbaar,-,-,1103TX,-,-,-,1103,1103TX,52.322559999999996,4.974883,250000,K.K.,3333,0
Zuid-Hollandstraat 130 2,https://www.funda.nl/koop/amsterdam/appartement-86912425-zuid-hollandstraat-130-2/?navigateSource=resultlist,€ 360.000 k.k.,€ 4.800,6+ maanden,-,-,-,Portiekflat (appartement),Bestaande bouw,1963,-,-,238 m³,4 kamers (3 slaapkamers),-,-,-,-,-,-,-,-,1082EN,-,-,-,1082,1082EN,52.32696,4.8730400000000005,360000,K.K.,4800,0
